participant,group,condition,item_no,advTYPE,context_sentence,region1_text,region2_text,region3_text,region4_text,full_sentence,critical_token,R1_rt,R2_rt,R3_rt,R4_rt,R2_rt_resid,R3_rt_resid
7218701,Ebilinguals,EN_Word_order,SadvPV_32,manner,It was 10am on a Monday.,That woman, quickly combed, her hair, before leaving home.,That woman quickly combed her hair before leaving home.,quickly,636.1,1061.4,453.0,731.8,-255.44998117187242,-643.5484954612139
7218701,Ebilinguals,EN_Word_order,SadvPV_27,manner,A storm was just on the way.,Michael,quickly closed,the window,in the corner.,Michael quickly closed the window in the corner.,quickly,496.7,861.3,1108.8,815.6999999,-436.62484700590403,2.1546677911503593
7227694,Ebilinguals,EN_Word_order,SadvPV_09,frequency,There was a storm coming.,Lisa, suddenly changed, her path, after hanging up the phone.,Lisa suddenly changed her path after hanging up the phone.,suddenly,878.3999999,1102.0,960.1000001,1305.7,-252.70024950380957,-136.44849536121387
7227694,Ebilinguals,FR_Word_order,SVadvP_18,manner,It's not easy to run away from a wild animal.,Winston, moved slowly, his feet, after seeing the wolf.,Winston moved slowly his feet after seeing the wolf.,slowly,890.0,989.0999999,,1281.2,-289.8997129399355,
7227694,Ebilinguals,FR_Word_order,SVadvP_06,frequency,There is a river nearby their house.,The boy, catches always, big fish, in that river.,The boy catches always big fish in that river.,always,1015.3,1386.6,1277.2,1103.8,69.7500188281274,180.65150453878618
7227694,Ebilinguals,FR_Word_order,SVadvP_03,frequency,Some people just like to do gardening themselves.,Tom, bought sometimes, flower seeds, before dinner.,Tom bought sometimes flower seeds before dinner.,sometimes,670.7,1731.1,1255.7,1024.1,376.39975049619034,118.7641575482437
7227694,Ebilinguals,FR_Word_order,SVadvP_17,manner,There was a power outage going on.,That lady, washed quickly, her clothes, with her own hands.,That lady washed quickly her clothes with her own hands.,quickly,769.1999998,1201.5,811.5999999,2359.3,-115.34998117187251,-315.23900580412067
7227694,Ebilinguals,EN_Word_order,SadvPV_32,manner,It was 10am on a Monday.,That woman, quickly combed, her hair, before leaving home.,That woman quickly combed her hair before leaving home.,quickly,664.8999999,993.0999999,714.8999999,882.7,-323.74998127187257,-381.64849556121385
7227694,Ebilinguals,EN_Word_order,SadvPV_13,frequency,It is exhausting to drive for a whole day.,That driver, often drinks, some wine, after coming home.,That driver often drinks some wine after coming home.,often,744.8999999,914.1999998,1039.4,1101.1,-364.79971303993545,-67.2453322088495
7227694,Ebilinguals,EN_Word_order,SadvPV_26,manner,Nobody wanted to say a word.,The manager, suddenly shredded, the script paper, after the speech.,The manager suddenly shredded the script paper after the speech.,suddenly,735.6000001,1237.0,1705.2,1167.9,-136.6253836697781,527.8768105577014
7227694,Ebilinguals,FR_Word_order,SVadvP_21,manner,No one has been to that house recently.,The man, discovered suddenly, a cloak, in the old garage.,The man discovered suddenly a cloak in the old garage.,suddenly,727.2,1396.4,761.8,1190.2,-15.07565200171507,-324.6516587135784
7227694,Ebilinguals,EN_Word_order,SadvPV_10,frequency,Many people like to cook at home.,Linda, always cooks, sweet food, for the holidays.,Linda always cooks sweet food for the holidays.,always,677.8,890.0999999,886.1000001,1003.7,-388.8997129399355,-230.6421688564851
7227694,Ebilinguals,EN_Word_order,SadvPV_11,frequency,There are many ways to pay a bill.,The man, sometimes transferred, some money, with a mobile phone.,The man sometimes transferred some money with a mobile phone.,sometimes,707.3999999,1139.0,851.1999998,1102.7,-310.32592033365245,-265.5421691564851
7227694,Ebilinguals,FR_Word_order,SVadvP_20,manner,This is a fantastic basketball game.,Tracy, shot carefully, the last ball, before the game ended.,Tracy shot carefully the last ball before the game ended.,carefully,691.3,1394.5,981.8,1087.8,77.65001882812749,-165.2326791993919
7227694,Ebilinguals,FR_Word_order,SVadvP_24,manner,There is an old car in the yard.,John, cleans quietly, the surface, every afternoon.,John cleans quietly the surface every afternoon.,quietly,824.5999999,1147.2,828.0999999,988.0,-169.64998117187247,-298.73900580412067
7227694,Ebilinguals,FR_Word_order,SVadvP_05,frequency,It is boring to spend several hours on a flight.,Kevin, reads often, a storybook, on the plane.,Kevin reads often a storybook on the plane.,often,622.0999999,993.0,779.5999999,980.7,-267.0745786739669,-347.23900580412067
7227694,Ebilinguals,FR_Word_order,SVadvP_08,frequency,Nobody knows how big their yard is.,The dog, catches usually, a frisbee, in the yard.,The dog catches usually a frisbee in the yard.,usually,644.5,1141.8,1017.9,911.0,-193.9751153378411,-88.74533220884962
7227694,Ebilinguals,EN_Word_order,SadvPV_25,manner,The meeting was already over.,Mary, carefully held, the paper, after finishing talking.,Mary carefully held the paper after finishing talking.,carefully,751.0,1747.1,,1170.5,430.2500188281274,
7227694,Ebilinguals,EN_Word_order,SadvPV_16,frequency,Some people like to save money for the future.,John, usually saves, ten dollars, every day.,John usually saves ten dollars every day.,usually,609.4000001,898.6000001,825.3000002,913.5999999,-399.324846905904,-301.5390055041206
7227694,Ebilinguals,EN_Word_order,SadvPV_15,frequency,That store sells great sandwiches.,The woman, sometimes bought, a sandwich, for lunch.,The woman sometimes bought a sandwich for lunch.,sometimes,843.2,861.0,668.5999999,570.4000001,-493.7002495038096,-448.14216905648516
7227694,Ebilinguals,FR_Word_order,SVadvP_07,frequency,It is a big house with six bedrooms.,That girl, heard sometimes, loud music, during sleeping.,That girl heard sometimes loud music during sleeping.,sometimes,601.7,769.1000001,874.3,1202.8,-566.675115237841,-242.44216895648515
7227694,Ebilinguals,FR_Word_order,SVadvP_22,manner,Enemies were approaching.,Harry, swang quickly, his wand, for an old spell.,Harry swang quickly his wand for an old spell.,quickly,567.3,1192.9,743.5999999,821.5999999,-105.0248470059039,-352.9484955612139
7227694,Ebilinguals,EN_Word_order,SadvPV_14,frequency,There is no difficult assignment for this online course.,The students, always submit, their essays, before deadlines.,The students always submit their essays before deadlines.,always,771.8,835.8999999,885.1000001,787.0,-462.024847105904,-251.83584235175636
7227694,Ebilinguals,EN_Word_order,SadvPV_28,manner,"Again, it was the reading time.",Linda, slowly opened, that book, on the table. ,Linda slowly opened that book on the table.,slowly,581.8,988.5,948.0999999,1400.3,-309.424847005904,-158.54533230884965
7227694,Ebilinguals,FR_Word_order,SVadvP_01,frequency,Everybody has a hobby.,John, watches often, television, at home.,John watches often television at home.,often,618.7,910.0999999,1123.8,773.7,-387.82484710590404,7.057831043514852
7227694,Ebilinguals,EN_Word_order,SadvPV_31,manner,Everybody was watching the show.,The policeman, suddenly entered, the hall, through a window.,The policeman suddenly entered the hall through a window.,suddenly,618.9000001,741.4000001,877.5,1076.2,-613.3002494038095,-219.04849546121386
7227694,Ebilinguals,FR_Word_order,SVadvP_19,manner,Everybody was sleeping.,The man, checked quietly, the door, before he closed it.,The man checked quietly the door before he closed it.,quietly,524.0,761.0999999,923.0999999,618.3999999,-574.6751154378411,-173.44849556121392
7227694,Ebilinguals,FR_Word_order,SVadvP_04,frequency,Garage sales are interesting.,Jimmy, sells usually, blue berries, in the garage.,Jimmy sells usually blue berries in the garage.,usually,573.3,758.5,981.1000001,1122.4,-539.424847005904,-155.83584235175636
7227694,Ebilinguals,EN_Word_order,SadvPV_29,manner,Nobody was listening to the host speaking.,The boy, quietly sent, an email, through his phone.,The boy quietly sent an email through his phone.,quietly,676.9000001,880.0,1171.4,1128.7,-398.99971283993546,74.85150453878623
7227694,Ebilinguals,FR_Word_order,SVadvP_02,frequency,It is funny to talk about someone's habits.,Mary, cleans always, her backpack, after school.,Mary cleans always her backpack after school.,always,563.1000001,814.3000002,759.5,1645.4,-483.624846805904,-377.43584245175634
7227694,Ebilinguals,FR_Word_order,SVadvP_23,manner,It was a beautiful morning.,That lady, peeled slowly, a banana, before making coffee.,That lady peeled slowly a banana before making coffee.,slowly,635.3,1174.2,945.8000002,1215.3,-123.72484700590394,-150.74849526121386
7227694,Ebilinguals,EN_Word_order,SadvPV_27,manner,A storm was just on the way.,Michael,quickly closed,the window,in the corner.,Michael quickly closed the window in the corner.,quickly,597.0,1111.9,1044.3,784.3999999,-186.0248470059039,-62.34533220884964
7227694,Ebilinguals,EN_Word_order,SadvPV_12,frequency,There is always a beggar sitting beside the gate.,The girl, usually drops, three coins, for the beggar.,The girl usually drops three coins for the beggar.,usually,606.2,973.2,866.4000001,848.5,-324.72484700590394,-260.43900560412055
7227694,Ebilinguals,EN_Word_order,SadvPV_30,manner,There was not a single fish in the river.,The man, carefully removed, the hook, before leaving.,The man carefully removed the hook before leaving.,carefully,499.8,989.5999999,632.0999999,772.1000001,-384.02538376977816,-464.4484955612139
7233122,Monolinguals,FR_Word_order,SVadvP_20,manner,This is a fantastic basketball game.,Tracy, shot carefully, the last ball, before the game ended.,Tracy shot carefully the last ball before the game ended.,carefully,1458.7,,2407.7,1470.4,,1260.667320800608
7233122,Monolinguals,EN_Word_order,SadvPV_28,manner,"Again, it was the reading time.",Linda, slowly opened, that book, on the table. ,Linda slowly opened that book on the table.,slowly,859.4,1149.8,1078.1,875.8,-148.12484700590403,-28.545332208849686
7233122,Monolinguals,EN_Word_order,SadvPV_25,manner,The meeting was already over.,Mary, carefully held, the paper, after finishing talking.,Mary carefully held the paper after finishing talking.,carefully,763.0,1097.2,1200.6,1387.9,-219.64998117187247,93.95466779115031
7233122,Monolinguals,FR_Word_order,SVadvP_07,frequency,It is a big house with six bedrooms.,That girl, heard sometimes, loud music, during sleeping.,That girl heard sometimes loud music during sleeping.,sometimes,563.0,1468.2,,1493.6,132.424884662159,
7233122,Monolinguals,EN_Word_order,SadvPV_10,frequency,Many people like to cook at home.,Linda, always cooks, sweet food, for the holidays.,Linda always cooks sweet food for the holidays.,always,580.1,865.7,1336.9,927.6,-413.2997128399354,220.157831043515
7233122,Monolinguals,EN_Word_order,SadvPV_31,manner,Everybody was watching the show.,The policeman, suddenly entered, the hall, through a window.,The policeman suddenly entered the hall through a window.,suddenly,714.7,1406.2,1137.4,1417.7,51.49975049619047,40.85150453878623
7233122,Monolinguals,EN_Word_order,SadvPV_15,frequency,That store sells great sandwiches.,The woman, sometimes bought, a sandwich, for lunch.,The woman sometimes bought a sandwich for lunch.,sometimes,611.5,1139.0,1096.4,599.7,-215.70024950380957,-20.34216895648501
7233122,Monolinguals,FR_Word_order,SVadvP_06,frequency,There is a river nearby their house.,The boy, catches always, big fish, in that river.,The boy catches always big fish in that river.,always,852.5,1559.6,1575.9,1106.4,242.7500188281274,479.35150453878623
7233122,Monolinguals,FR_Word_order,SVadvP_04,frequency,Garage sales are interesting.,Jimmy, sells usually, blue berries, in the garage.,Jimmy sells usually blue berries in the garage.,usually,526.3,877.0,1741.0,720.2,-420.924847005904,604.0641575482437
7233122,Monolinguals,EN_Word_order,SadvPV_16,frequency,Some people like to save money for the future.,John, usually saves, ten dollars, every day.,John usually saves ten dollars every day.,usually,818.7,853.7,1050.1,1790.7,-444.22484700590394,-76.7390057041207
7233122,Monolinguals,EN_Word_order,SadvPV_27,manner,A storm was just on the way.,Michael,quickly closed,the window,in the corner.,Michael quickly closed the window in the corner.,quickly,665.0,1121.1,954.3,919.4,-176.82484700590408,-152.34533220884964
7233122,Monolinguals,FR_Word_order,SVadvP_01,frequency,Everybody has a hobby.,John, watches often, television, at home.,John watches often television at home.,often,593.5,1753.3,,1285.2,455.37515299409597,
7233122,Monolinguals,FR_Word_order,SVadvP_05,frequency,It is boring to spend several hours on a flight.,Kevin, reads often, a storybook, on the plane.,Kevin reads often a storybook on the plane.,often,695.2,922.0,1434.1,910.3,-338.0745786739669,307.2609942958793
7233122,Monolinguals,FR_Word_order,SVadvP_23,manner,It was a beautiful morning.,That lady, peeled slowly, a banana, before making coffee.,That lady peeled slowly a banana before making coffee.,slowly,576.1,,1530.8,1863.5,,434.2515045387861
7233122,Monolinguals,EN_Word_order,SadvPV_14,frequency,There is no difficult assignment for this online course.,The students, always submit, their essays, before deadlines.,The students always submit their essays before deadlines.,always,710.7,851.5,1201.8,1021.4,-446.424847005904,64.86415754824361
7233122,Monolinguals,EN_Word_order,SadvPV_12,frequency,There is always a beggar sitting beside the gate.,The girl, usually drops, three coins, for the beggar.,The girl usually drops three coins for the beggar.,usually,474.9,1441.2,821.0,919.3,143.27515299409606,-305.8390057041206
7233122,Monolinguals,FR_Word_order,SVadvP_21,manner,No one has been to that house recently.,The man, discovered suddenly, a cloak, in the old garage.,The man discovered suddenly a cloak in the old garage.,suddenly,571.6,2120.7,,1548.5,709.2243479982847,
7233122,Monolinguals,FR_Word_order,SVadvP_17,manner,There was a power outage going on.,That lady, washed quickly, her clothes, with her own hands.,That lady washed quickly her clothes with her own hands.,quickly,549.4,1622.5,1500.8,1198.2,305.6500188281275,373.96099429587935
7233122,Monolinguals,FR_Word_order,SVadvP_03,frequency,Some people just like to do gardening themselves.,Tom, bought sometimes, flower seeds, before dinner.,Tom bought sometimes flower seeds before dinner.,sometimes,580.9,1538.3,1017.1,704.6,183.59975049619038,-119.83584245175632
